             
x              y              v              
0.036    0.003249659  0.0000000e+00              
0.038    0.003249659  0.0000000e+00              
0.04    0.003249659  0.0000000e+00              
0.042    0.003249659  0.0000000e+00              
0.044    0.003249659  0.0000000e+00              
0.046    0.003249659  0.0000000e+00              
0.048    0.003249659  0.0000000e+00              
0.05    0.003249659  0.0000000e+00              
0.052    0.003249659  0.0000000e+00              
0.054    0.003249659  0.0000000e+00              
0.056    0.003249659  0.0000000e+00              
0.058    0.003249659  0.0000000e+00              
0.06    0.003249659  0.0000000e+00              
0.062    0.003249659  0.0000000e+00              
0.064    0.003249659  0.0000000e+00              
0.066    0.003249659  0.0000000e+00              
0.068    0.003249659  0.0000000e+00              
0.07    0.003249659  0.0000000e+00              
0.072    0.003249659  0.0000000e+00              
0.074    0.003249659  0.0000000e+00              
0.076    0.003249659  0.0000000e+00              
0.078    0.003249659  0.0000000e+00              
0.08    0.003249659  0.0000000e+00              
0.082    0.003249659  0.0000000e+00              
0.084    0.003249659  0.0000000e+00              
0.086    0.003249659  0.0000000e+00              
0.088    0.003249659  0.0000000e+00              
0.09    0.003249659  0.0000000e+00              
0.092    0.003249659  0.0000000e+00              
0.094    0.003249659  0.0000000e+00              
0.096    0.003249659  0.0000000e+00              
0.098    0.003249659  0.0000000e+00              
0.1    0.003249659  0.0000000e+00              
0.101    0.003249659  0.0000000e+00              
0.102    0.003249659  0.0000000e+00              
0    0.004511814  0.0000000e+00              
0.002    0.004511814  0.0000000e+00              
0.004    0.004511814  0.0000000e+00              
0.006    0.004511814  0.0000000e+00              
0.008    0.004511814  0.0000000e+00              
0.01    0.004511814  0.0000000e+00              
0.012    0.004511814  0.0000000e+00              
0.014    0.004511814  0.0000000e+00              
0.016    0.004511814  0.0000000e+00              
0.018    0.004511814  0.0000000e+00              
0.02    0.004511814  0.0000000e+00              
0.022    0.004511814  0.0000000e+00              
0.024    0.004511814  0.0000000e+00              
0.026    0.004511814  0.0000000e+00              
0.028    0.004511814  0.0000000e+00              
0.03    0.004511814  0.0000000e+00              
0.032    0.004511814  0.0000000e+00              
0.034    0.004511814  0.0000000e+00              
0.036    0.004511814  0.0000000e+00              
0.038    0.004511814  0.0000000e+00              
0.04    0.004511814  0.0000000e+00              
0.042    0.004511814  0.0000000e+00              
0.044    0.004511814  0.0000000e+00              
0.046    0.004511814  0.0000000e+00              
0.048    0.004511814  0.0000000e+00              
0.05    0.004511814  0.0000000e+00              
0.052    0.004511814  0.0000000e+00              
0.054    0.004511814  0.0000000e+00              
0.056    0.004511814  0.0000000e+00              
0.058    0.004511814  0.0000000e+00              
0.06    0.004511814  0.0000000e+00              
0.062    0.004511814  0.0000000e+00              
0.064    0.004511814  0.0000000e+00              
0.066    0.004511814  0.0000000e+00              
0.068    0.004511814  0.0000000e+00              
0.07    0.004511814  0.0000000e+00              
0.072    0.004511814  0.0000000e+00              
0.074    0.004511814  0.0000000e+00              
0.076    0.004511814  0.0000000e+00              
0.078    0.004511814  0.0000000e+00              
0.08    0.004511814  0.0000000e+00              
0.082    0.004511814  0.0000000e+00              
0.084    0.004511814  0.0000000e+00              
0.086    0.004511814  0.0000000e+00              
0.088    0.004511814  0.0000000e+00              
0.09    0.004511814  0.0000000e+00              
0.092    0.004511814  0.0000000e+00              
0.094    0.004511814  0.0000000e+00              
0.096    0.004511814  0.0000000e+00              
0.098    0.004511814  0.0000000e+00              
0.1    0.004511814  0.0000000e+00              
0.101    0.004511814  0.0000000e+00              
0.102    0.004511814  0.0000000e+00              
0    0.005786591  0.0000000e+00              
0.002    0.005786591  0.0000000e+00              
0.004    0.005786591  0.0000000e+00              
0.006    0.005786591  0.0000000e+00              
0.008    0.005786591  0.0000000e+00              
0.01    0.005786591  0.0000000e+00              
0.012    0.005786591  0.0000000e+00              
0.014    0.005786591  0.0000000e+00              
0.016    0.005786591  0.0000000e+00              
0.018    0.005786591  0.0000000e+00              
0.02    0.005786591  0.0000000e+00              
0.022    0.005786591  0.0000000e+00              
0.024    0.005786591  0.0000000e+00              
0.026    0.005786591  0.0000000e+00              
0.028    0.005786591  0.0000000e+00              
0.03    0.005786591  0.0000000e+00              
0.032    0.005786591  0.0000000e+00              
0.034    0.005786591  0.0000000e+00              
0.036    0.005786591  0.0000000e+00              
0.038    0.005786591  0.0000000e+00              
0.04    0.005786591  0.0000000e+00              
0.042    0.005786591  0.0000000e+00              
0.044    0.005786591  0.0000000e+00              
0.046    0.005786591  0.0000000e+00              
0.048    0.005786591  0.0000000e+00              
0.05    0.005786591  0.0000000e+00              
0.052    0.005786591  0.0000000e+00              
0.054    0.005786591  0.0000000e+00              
0.056    0.005786591  0.0000000e+00              
0.058    0.005786591  0.0000000e+00              
0.06    0.005786591  0.0000000e+00              
0.062    0.005786591  0.0000000e+00              
0.064    0.005786591  0.0000000e+00              
0.066    0.005786591  0.0000000e+00              
0.068    0.005786591  0.0000000e+00              
0.07    0.005786591  0.0000000e+00              
0.072    0.005786591  0.0000000e+00              
0.074    0.005786591  0.0000000e+00              
0.076    0.005786591  0.0000000e+00              
0.078    0.005786591  0.0000000e+00              
0.08    0.005786591  0.0000000e+00              
0.082    0.005786591  0.0000000e+00              
0.084    0.005786591  0.0000000e+00              
0.086    0.005786591  0.0000000e+00              
0.088    0.005786591  0.0000000e+00              
0.09    0.005786591  0.0000000e+00              
0.092    0.005786591  0.0000000e+00              
0.094    0.005786591  0.0000000e+00              
0.096    0.005786591  0.0000000e+00              
0.098    0.005786591  0.0000000e+00              
0.1    0.005786591  0.0000000e+00              
0.101    0.005786591  0.0000000e+00              
0.102    0.005786591  0.0000000e+00              
0    0.007074116  0.0000000e+00              
0.002    0.007074116  0.0000000e+00              
0.004    0.007074116  0.0000000e+00              
0.006    0.007074116  0.0000000e+00              
0.008    0.007074116  0.0000000e+00              
0.01    0.007074116  0.0000000e+00              
0.012    0.007074116  0.0000000e+00              
0.014    0.007074116  0.0000000e+00              
0.016    0.007074116  0.0000000e+00              
0.018    0.007074116  0.0000000e+00              
0.02    0.007074116  0.0000000e+00              
0.022    0.007074116  0.0000000e+00              
0.024    0.007074116  0.0000000e+00              
0.026    0.007074116  0.0000000e+00              
0.028    0.007074116  0.0000000e+00              
0.03    0.007074116  0.0000000e+00              
0.032    0.007074116  0.0000000e+00              
0.034    0.007074116  0.0000000e+00              
0.036    0.007074116  0.0000000e+00              
0.038    0.007074116  0.0000000e+00              
0.04    0.007074116  0.0000000e+00              
0.042    0.007074116  0.0000000e+00              
0.044    0.007074116  0.0000000e+00              
0.046    0.007074116  0.0000000e+00              
0.048    0.007074116  0.0000000e+00              
0.05    0.007074116  0.0000000e+00              
0.052    0.007074116  0.0000000e+00              
0.054    0.007074116  0.0000000e+00              
0.056    0.007074116  0.0000000e+00              
0.058    0.007074116  0.0000000e+00              
0.06    0.007074116  0.0000000e+00              
0.062    0.007074116  0.0000000e+00              
0.064    0.007074116  0.0000000e+00              
0.066    0.007074116  0.0000000e+00              
0.068    0.007074116  0.0000000e+00              
0.07    0.007074116  0.0000000e+00              
0.072    0.007074116  0.0000000e+00              
0.074    0.007074116  0.0000000e+00              
0.076    0.007074116  0.0000000e+00              
0.078    0.007074116  0.0000000e+00              
0.08    0.007074116  0.0000000e+00              
0.082    0.007074116  0.0000000e+00              
0.084    0.007074116  0.0000000e+00              
0.086    0.007074116  0.0000000e+00              
0.088    0.007074116  0.0000000e+00              
0.09    0.007074116  0.0000000e+00              
0.092    0.007074116  0.0000000e+00              
0.094    0.007074116  0.0000000e+00              
0.096    0.007074116  0.0000000e+00              
0.098    0.007074116  0.0000000e+00              
0.1    0.007074116  0.0000000e+00              
0.101    0.007074116  0.0000000e+00              
0.102    0.007074116  0.0000000e+00              
0    0.008374516  0.0000000e+00              
0.002    0.008374516  0.0000000e+00              
0.004    0.008374516  0.0000000e+00              
0.006    0.008374516  0.0000000e+00              
0.008    0.008374516  0.0000000e+00              
0.01    0.008374516  0.0000000e+00              
0.012    0.008374516  0.0000000e+00              
0.014    0.008374516  0.0000000e+00              
0.016    0.008374516  0.0000000e+00              
0.018    0.008374516  0.0000000e+00              
0.02    0.008374516  0.0000000e+00              
0.022    0.008374516  0.0000000e+00              
0.024    0.008374516  0.0000000e+00              
0.026    0.008374516  0.0000000e+00              
0.028    0.008374516  0.0000000e+00              
0.03    0.008374516  0.0000000e+00              
0.032    0.008374516  0.0000000e+00              
0.034    0.008374516  0.0000000e+00              
0.036    0.008374516  0.0000000e+00              
0.038    0.008374516  0.0000000e+00              
0.04    0.008374516  0.0000000e+00              
0.042    0.008374516  0.0000000e+00              
0.044    0.008374516  0.0000000e+00              
0.046    0.008374516  0.0000000e+00              
0.048    0.008374516  0.0000000e+00              
0.05    0.008374516  0.0000000e+00              
0.052    0.008374516  0.0000000e+00              
0.054    0.008374516  0.0000000e+00              
0.056    0.008374516  0.0000000e+00              
0.058    0.008374516  0.0000000e+00              
0.06    0.008374516  0.0000000e+00              
0.062    0.008374516  0.0000000e+00              
0.064    0.008374516  0.0000000e+00              
0.066    0.008374516  0.0000000e+00              
0.068    0.008374516  0.0000000e+00              
0.07    0.008374516  0.0000000e+00              
0.072    0.008374516  0.0000000e+00              
0.074    0.008374516  0.0000000e+00              
0.076    0.008374516  0.0000000e+00              
0.078    0.008374516  0.0000000e+00              
0.08    0.008374516  0.0000000e+00              
0.082    0.008374516  0.0000000e+00              
0.084    0.008374516  0.0000000e+00              
0.086    0.008374516  0.0000000e+00              
0.088    0.008374516  0.0000000e+00              
0.09    0.008374516  0.0000000e+00              
0.092    0.008374516  0.0000000e+00              
0.094    0.008374516  0.0000000e+00              
0.096    0.008374516  0.0000000e+00              
0.098    0.008374516  0.0000000e+00              
0.1    0.008374516  0.0000000e+00              
0.101    0.008374516  0.0000000e+00              
0.102    0.008374516  0.0000000e+00              
0     0.00968792  0.0000000e+00              
0.002     0.00968792  0.0000000e+00              
0.004     0.00968792  0.0000000e+00              
0.006     0.00968792  0.0000000e+00              
0.008     0.00968792  0.0000000e+00              
0.01     0.00968792  0.0000000e+00              
0.012     0.00968792  0.0000000e+00              
0.014     0.00968792  0.0000000e+00              
0.016     0.00968792  0.0000000e+00              
0.018     0.00968792  0.0000000e+00              
0.02     0.00968792  0.0000000e+00              
0.022     0.00968792  0.0000000e+00              
0.024     0.00968792  0.0000000e+00              
0.026     0.00968792  0.0000000e+00              
0.028     0.00968792  0.0000000e+00              
0.03     0.00968792  0.0000000e+00              
0.032     0.00968792  0.0000000e+00              
0.034     0.00968792  0.0000000e+00              
0.036     0.00968792  0.0000000e+00              
0.038     0.00968792  0.0000000e+00              
0.04     0.00968792  0.0000000e+00              
0.042     0.00968792  0.0000000e+00              
0.044     0.00968792  0.0000000e+00              
0.046     0.00968792  0.0000000e+00              
0.048     0.00968792  0.0000000e+00              
0.05     0.00968792  0.0000000e+00              
0.052     0.00968792  0.0000000e+00              
0.054     0.00968792  0.0000000e+00              
0.056     0.00968792  0.0000000e+00              
0.058     0.00968792  0.0000000e+00              
0.06     0.00968792  0.0000000e+00              
0.062     0.00968792  0.0000000e+00              
0.064     0.00968792  0.0000000e+00              
0.066     0.00968792  0.0000000e+00              
0.068     0.00968792  0.0000000e+00              
0.07     0.00968792  0.0000000e+00              
0.072     0.00968792  0.0000000e+00              
0.074     0.00968792  0.0000000e+00              
0.076     0.00968792  0.0000000e+00              
0.078     0.00968792  0.0000000e+00              
0.08     0.00968792  0.0000000e+00              
0.082     0.00968792  0.0000000e+00              
0.084     0.00968792  0.0000000e+00              
0.086     0.00968792  0.0000000e+00              
0.088     0.00968792  0.0000000e+00              
0.09     0.00968792  0.0000000e+00              
0.092     0.00968792  0.0000000e+00              
0.094     0.00968792  0.0000000e+00              
0.096     0.00968792  0.0000000e+00              
0.098     0.00968792  0.0000000e+00              
0.1     0.00968792  0.0000000e+00              
0.101     0.00968792  0.0000000e+00              
0.102     0.00968792  0.0000000e+00              
0     0.01101446  0.0000000e+00              
0.002     0.01101446  0.0000000e+00              
0.004     0.01101446  0.0000000e+00              
0.006     0.01101446  0.0000000e+00              
0.008     0.01101446  0.0000000e+00              
0.01     0.01101446  0.0000000e+00              
0.012     0.01101446  0.0000000e+00              
0.014     0.01101446  0.0000000e+00              
0.016     0.01101446  0.0000000e+00              
0.018     0.01101446  0.0000000e+00              
0.02     0.01101446  0.0000000e+00              
0.022     0.01101446  0.0000000e+00              
0.024     0.01101446  0.0000000e+00              
0.026     0.01101446  0.0000000e+00              
0.028     0.01101446  0.0000000e+00              
0.03     0.01101446  0.0000000e+00              
0.032     0.01101446  0.0000000e+00              
0.034     0.01101446  0.0000000e+00              
0.036     0.01101446  0.0000000e+00              
0.038     0.01101446  0.0000000e+00              
0.04     0.01101446  0.0000000e+00              
0.042     0.01101446  0.0000000e+00              
0.044     0.01101446  0.0000000e+00              
0.046     0.01101446  0.0000000e+00              
0.048     0.01101446  0.0000000e+00              
0.05     0.01101446  0.0000000e+00              
0.052     0.01101446  0.0000000e+00              
0.054     0.01101446  0.0000000e+00              
0.056     0.01101446  0.0000000e+00              
0.058     0.01101446  0.0000000e+00              
0.06     0.01101446  0.0000000e+00              
0.062     0.01101446  0.0000000e+00              
0.064     0.01101446  0.0000000e+00              
0.066     0.01101446  0.0000000e+00              
0.068     0.01101446  0.0000000e+00              
0.07     0.01101446  0.0000000e+00              
0.072     0.01101446  0.0000000e+00              
0.074     0.01101446  0.0000000e+00              
0.076     0.01101446  0.0000000e+00              
0.078     0.01101446  0.0000000e+00              
0.08     0.01101446  0.0000000e+00              
0.082     0.01101446  0.0000000e+00              
0.084     0.01101446  0.0000000e+00              
0.086     0.01101446  0.0000000e+00              
0.088     0.01101446  0.0000000e+00              
0.09     0.01101446  0.0000000e+00              
0.092     0.01101446  0.0000000e+00              
0.094     0.01101446  0.0000000e+00              
0.096     0.01101446  0.0000000e+00              
0.098     0.01101446  0.0000000e+00              
0.1     0.01101446  0.0000000e+00              
0.101     0.01101446  0.0000000e+00              
0.102     0.01101446  0.0000000e+00              
0     0.01235426  0.0000000e+00              
0.002     0.01235426  0.0000000e+00              
0.004     0.01235426  0.0000000e+00              
0.006     0.01235426  0.0000000e+00              
0.008     0.01235426  0.0000000e+00              
0.01     0.01235426  0.0000000e+00              
0.012     0.01235426  0.0000000e+00              
0.014     0.01235426  0.0000000e+00              
0.016     0.01235426  0.0000000e+00              
0.018     0.01235426  0.0000000e+00              
0.02     0.01235426  0.0000000e+00              
0.022     0.01235426  0.0000000e+00              
0.024     0.01235426  0.0000000e+00              
0.026     0.01235426  0.0000000e+00              
0.028     0.01235426  0.0000000e+00              
0.03     0.01235426  0.0000000e+00              
0.032     0.01235426  0.0000000e+00              
0.034     0.01235426  0.0000000e+00              
0.036     0.01235426  0.0000000e+00              
0.038     0.01235426  0.0000000e+00              
0.04     0.01235426  0.0000000e+00              
0.042     0.01235426  0.0000000e+00              
0.044     0.01235426  0.0000000e+00              
0.046     0.01235426  0.0000000e+00              
0.048     0.01235426  0.0000000e+00              
0.05     0.01235426  0.0000000e+00              
0.052     0.01235426  0.0000000e+00              
0.054     0.01235426  0.0000000e+00              
0.056     0.01235426  0.0000000e+00              
0.058     0.01235426  0.0000000e+00              
0.06     0.01235426  0.0000000e+00              
0.062     0.01235426  0.0000000e+00              
0.064     0.01235426  0.0000000e+00              
0.066     0.01235426  0.0000000e+00              
0.068     0.01235426  0.0000000e+00              
0.07     0.01235426  0.0000000e+00              
0.072     0.01235426  0.0000000e+00              
0.074     0.01235426  0.0000000e+00              
0.076     0.01235426  0.0000000e+00              
0.078     0.01235426  0.0000000e+00              
0.08     0.01235426  0.0000000e+00              
0.082     0.01235426  0.0000000e+00              
0.084     0.01235426  0.0000000e+00              
0.086     0.01235426  0.0000000e+00              
0.088     0.01235426  0.0000000e+00              
0.09     0.01235426  0.0000000e+00              
0.092     0.01235426  0.0000000e+00              
0.094     0.01235426  0.0000000e+00              
0.096     0.01235426  0.0000000e+00              
0.098     0.01235426  0.0000000e+00              
0.1     0.01235426  0.0000000e+00              
0.101     0.01235426  0.0000000e+00              
0.102     0.01235426  0.0000000e+00              
0     0.01370746  0.0000000e+00              
0.002     0.01370746  0.0000000e+00              
0.004     0.01370746  0.0000000e+00              
0.006     0.01370746  0.0000000e+00              
0.008     0.01370746  0.0000000e+00              
0.01     0.01370746  0.0000000e+00              
0.012     0.01370746  0.0000000e+00              
0.014     0.01370746  0.0000000e+00              
0.016     0.01370746  0.0000000e+00              
0.018     0.01370746  0.0000000e+00              
0.02     0.01370746  0.0000000e+00              
0.022     0.01370746  0.0000000e+00              
0.024     0.01370746  0.0000000e+00              
0.026     0.01370746  0.0000000e+00              
0.028     0.01370746  0.0000000e+00              
0.03     0.01370746  0.0000000e+00              
0.032     0.01370746  0.0000000e+00              
0.034     0.01370746  0.0000000e+00              
0.036     0.01370746  0.0000000e+00              
0.038     0.01370746  0.0000000e+00              
0.04     0.01370746  0.0000000e+00              
0.042     0.01370746  0.0000000e+00              
0.044     0.01370746  0.0000000e+00              
0.046     0.01370746  0.0000000e+00              
0.048     0.01370746  0.0000000e+00              
0.05     0.01370746  0.0000000e+00              
0.052     0.01370746  0.0000000e+00              
0.054     0.01370746  0.0000000e+00              
0.056     0.01370746  0.0000000e+00              
0.058     0.01370746  0.0000000e+00              
0.06     0.01370746  0.0000000e+00              
0.062     0.01370746  0.0000000e+00              
0.064     0.01370746  0.0000000e+00              
0.066     0.01370746  0.0000000e+00              
0.068     0.01370746  0.0000000e+00              
0.07     0.01370746  0.0000000e+00              
0.072     0.01370746  0.0000000e+00              
0.074     0.01370746  0.0000000e+00              
0.076     0.01370746  0.0000000e+00              
0.078     0.01370746  0.0000000e+00              
0.08     0.01370746  0.0000000e+00              
0.082     0.01370746  0.0000000e+00              
0.084     0.01370746  0.0000000e+00              
0.086     0.01370746  0.0000000e+00              
0.088     0.01370746  0.0000000e+00              
0.09     0.01370746  0.0000000e+00              
0.092     0.01370746  0.0000000e+00              
0.094     0.01370746  0.0000000e+00              
0.096     0.01370746  0.0000000e+00              
0.098     0.01370746  0.0000000e+00              
0.1     0.01370746  0.0000000e+00              
0.101     0.01370746  0.0000000e+00              
0.102     0.01370746  0.0000000e+00              
0      0.0150742  0.0000000e+00              
0.002      0.0150742  0.0000000e+00              
0.004      0.0150742  0.0000000e+00              
0.006      0.0150742  0.0000000e+00              
0.008      0.0150742  0.0000000e+00              
0.01      0.0150742  0.0000000e+00              
0.012      0.0150742  0.0000000e+00              
0.014      0.0150742  0.0000000e+00              
0.016      0.0150742  0.0000000e+00              
0.018      0.0150742  0.0000000e+00              
0.02      0.0150742  0.0000000e+00              
0.022      0.0150742  0.0000000e+00              
0.024      0.0150742  0.0000000e+00              
0.026      0.0150742  0.0000000e+00              
0.028      0.0150742  0.0000000e+00              
0.03      0.0150742  0.0000000e+00              
0.032      0.0150742  0.0000000e+00              
0.034      0.0150742  0.0000000e+00              
0.036      0.0150742  0.0000000e+00              
0.038      0.0150742  0.0000000e+00              
0.04      0.0150742  0.0000000e+00              
0.042      0.0150742  0.0000000e+00              
0.044      0.0150742  0.0000000e+00              
0.046      0.0150742  0.0000000e+00              
0.048      0.0150742  0.0000000e+00              
0.05      0.0150742  0.0000000e+00              
0.052      0.0150742  0.0000000e+00              
0.054      0.0150742  0.0000000e+00              
0.056      0.0150742  0.0000000e+00              
0.058      0.0150742  0.0000000e+00              
0.06      0.0150742  0.0000000e+00              
0.062      0.0150742  0.0000000e+00              
0.064      0.0150742  0.0000000e+00              
0.066      0.0150742  0.0000000e+00              
0.068      0.0150742  0.0000000e+00              
0.07      0.0150742  0.0000000e+00              
0.072      0.0150742  0.0000000e+00              
0.074      0.0150742  0.0000000e+00              
0.076      0.0150742  0.0000000e+00              
0.078      0.0150742  0.0000000e+00              
0.08      0.0150742  0.0000000e+00              
0.082      0.0150742  0.0000000e+00              
0.084      0.0150742  0.0000000e+00              
0.086      0.0150742  0.0000000e+00              
0.088      0.0150742  0.0000000e+00              
0.09      0.0150742  0.0000000e+00              
0.092      0.0150742  0.0000000e+00              
0.094      0.0150742  0.0000000e+00              
0.096      0.0150742  0.0000000e+00              
0.098      0.0150742  0.0000000e+00              
0.1      0.0150742  0.0000000e+00              
0.101      0.0150742  0.0000000e+00              
0.102      0.0150742  0.0000000e+00              
0      0.0164546  0.0000000e+00              
0.002      0.0164546  0.0000000e+00              
0.004      0.0164546  0.0000000e+00              
0.006      0.0164546  0.0000000e+00              
0.008      0.0164546  0.0000000e+00              
0.01      0.0164546  0.0000000e+00              
0.012      0.0164546  0.0000000e+00              
0.014      0.0164546  0.0000000e+00              
0.016      0.0164546  0.0000000e+00              
0.018      0.0164546  0.0000000e+00              
0.02      0.0164546  0.0000000e+00              
0.022      0.0164546  0.0000000e+00              
0.024      0.0164546  0.0000000e+00              
0.026      0.0164546  0.0000000e+00              
0.028      0.0164546  0.0000000e+00              
0.03      0.0164546  0.0000000e+00              
0.032      0.0164546  0.0000000e+00              
0.034      0.0164546  0.0000000e+00              
0.036      0.0164546  0.0000000e+00              
0.038      0.0164546  0.0000000e+00              
0.04      0.0164546  0.0000000e+00              
0.042      0.0164546  0.0000000e+00              
0.044      0.0164546  0.0000000e+00              
0.046      0.0164546  0.0000000e+00              
0.048      0.0164546  0.0000000e+00              
0.05      0.0164546  0.0000000e+00              
0.052      0.0164546  0.0000000e+00              
0.054      0.0164546  0.0000000e+00              
0.056      0.0164546  0.0000000e+00              
0.058      0.0164546  0.0000000e+00              
0.06      0.0164546  0.0000000e+00              
0.062      0.0164546  0.0000000e+00              
